DP00004	9606
DP00007	9606
DP00011	9606
DP00012	9606
DP00013	9606
DP00017	9606
DP00028	9606
DP00033	9606
DP00054	9606
DP00061	9606
DP00062	9606
DP00072	9606
DP00074	9606
DP00075	9606
DP00078	9606
DP00079	9606
DP00084	9606
DP00085	9606
DP00090	9606
DP00092	9606
DP00099	9606
DP00134	9606
DP00138	9606
DP00141	9606
DP00152	9606
DP00162	9606
DP00166	9606
DP00168	9606
DP00175	9606
DP00177	9606
DP00184	9606
DP00196	9606
DP00214	9606
DP00229	9606
DP00236	9606
DP00240	9606
DP00241	9606
DP00243	9606
DP00260	9606
DP00282	9606
DP00287	9606
DP00297	9606
DP00308	9606
DP00309	9606
DP00315	9606
DP00319	9606
DP00322	9606
DP00323	9606
DP00327	9606
DP00332	9606
DP00333	9606
DP00334	9606
DP00339	9606
DP00356	9606
DP00357	9606
DP00358	9606
DP00378	9606
DP00381	9606
DP00392	9606
DP00418	9606
DP00428	9606
DP00448	9606
DP00457	9606
DP00464	9606
DP00466	9606
DP00468	9606
DP00473	9606
DP00485	9606
DP00486	9606
DP00492	9606
DP00505	9606
DP00506	9606
DP00508	9606
DP00509	9606
DP00510	9606
DP00517	9606
DP00521	9606
DP00537	9606
DP00539	9606
DP00543	9606
DP00546	9606
DP00549	9606
DP00553	9606
DP00555	9606
DP00565	9606
DP00570	9606
DP00576	9606
DP00581	9606
DP00592	9606
DP00607	9606
DP00608	9606
DP00611	9606
DP00616	9606
DP00621	9606
DP00624	9606
DP00628	9606
DP00630	9606
DP00641	9606
DP00666	9606
DP00670	9606
DP00672	9606
DP00678	9606
DP00683	9606
DP00702	9606
DP00704	9606
DP00706	9606
DP00707	9606
DP00712	9606
DP00718	9606
DP00747	9606
DP00765	9606
DP00775	9606
DP00794	9606
DP00796	9606
DP00816	9606
DP00841	9606
DP00865	9606
DP00887	9606
DP00893	9606
DP00901	9606
DP00903	9606
DP00907	9606
DP00910	9606
DP00930	9606
DP00961	9606
DP00962	9606
DP00973	9606
DP01024	9606
DP01063	9606
DP01065	9606
DP01066	9606
DP01070	9606
DP01097	9606
DP01098	9606
DP01100	9606
DP01103	9606
DP01104	9606
DP01106	9606
DP01108	9606
DP01109	9606
DP01112	9606
DP01115	9606
DP01116	9606
DP01118	9606
DP01119	9606
DP01123	9606
DP01124	9606
DP01130	9606
DP01131	9606
DP01134	9606
DP01149	9606
DP01156	9606
DP01157	9606
DP01159	9606
DP01162	9606
DP01163	9606
DP01164	9606
DP01167	9606
DP01170	9606
DP01171	9606
DP01172	9606
DP01173	9606
DP01174	9606
DP01178	9606
DP01184	9606
DP01192	9606
DP01206	9606
DP01224	9606
DP01228	9606
DP01236	9606
DP01239	9606
DP01240	9606
DP01241	9606
DP01244	9606
DP01249	9606
DP01252	9606
DP01254	9606
DP01259	9606
DP01262	9606
DP01268	9606
DP01271	9606
DP01277	9606
DP01278	9606
DP01279	9606
DP01284	9606
DP01288	9606
DP01292	9606
DP01303	9606
DP01306	9606
DP01308	9606
DP01311	9606
DP01319	9606
DP01324	9606
DP01325	9606
DP01327	9606
DP01328	9606
DP01329	9606
DP01332	9606
DP01335	9606
DP01337	9606
DP01344	9606
DP01361	9606
DP01400	9606
DP01404	9606
DP01425	9606
DP01427	9606
DP01434	9606
DP01435	9606
DP01441	9606
DP01443	9606
DP01445	9606
DP01449	9606
DP01450	9606
DP01457	9606
DP01463	9606
DP01465	9606
DP01473	9606
DP01474	9606
DP01476	9606
DP01480	9606
DP01486	9606
DP01489	9606
DP01491	9606
DP01493	9606
DP01508	9606
DP01517	9606
DP01524	9606
DP01533	9606
DP01537	9606
DP01549	9606
DP01551	9606
DP01552	9606
DP01561	9606
DP01564	9606
DP01570	9606
DP01580	9606
DP01588	9606
DP01590	9606
DP01598	9606
DP01601	9606
DP01603	9606
DP01608	9606
DP01613	9606
DP01614	9606
DP01619	9606
DP01622	9606
DP01633	9606
DP01640	9606
DP01648	9606
DP01651	9606
DP01654	9606
DP01675	9606
DP01701	9606
DP01704	9606
DP01705	9606
DP01720	9606
DP01736	9606
DP01738	9606
DP01747	9606
DP01748	9606
DP01750	9606
DP01760	9606
DP01764	9606
DP01767	9606
DP01769	9606
DP01770	9606
DP01784	9606
DP01788	9606
DP01790	9606
DP01795	9606
DP01805	9606
DP01807	9606
DP01835	9606
DP01836	9606
DP01841	9606
DP01842	9606
DP01844	9606
DP01848	9606
DP01849	9606
DP01857	9606
DP01861	9606
DP01869	9606
DP01876	9606
DP01877	9606
DP01880	9606
DP01883	9606
DP01884	9606
DP01893	9606
DP01907	9606
DP01921	9606
DP01925	9606
DP01935	9606
DP01938	9606
DP01942	9606
DP01943	9606
DP01950	9606
DP01967	9606
DP01976	9606
DP01985	9606
DP01990	9606
DP02000	9606
DP02007	9606
DP02013	9606
DP02015	9606
DP02034	9606
DP02072	9606
DP02075	9606
DP02078	9606
DP02094	9606
DP02096	9606
DP02130	9606
DP02142	9606
DP02148	9606
DP02150	9606
DP02160	9606
DP02162	9606
DP02164	9606
DP02167	9606
DP02170	9606
DP02171	9606
DP02173	9606
DP02191	9606
DP02210	9606
DP02224	9606
DP02233	9606
DP02247	9606
DP02251	9606
DP02253	9606
DP02254	9606
DP02267	9606
DP02269	9606
DP02290	9606
DP02303	9606
DP02309	9606
DP02316	9606
DP02327	9606
DP02328	9606
