DP03709	1	214
DP03711	1	12
DP03712	246	265
DP03726	637	647
DP03729	168	177
DP03730	481	490
DP03732	2	100
DP03733	2	73
DP03734	2	119
DP03739	300	427
DP03743	555	580
DP03755	735	751
DP03756	762	782
DP03756	948	958
DP03805	1	113
DP03805	417	725
DP03805	973	1174
DP03805	1769	1988
DP03807	634	668
DP03807	696	726
DP03816	1	20
DP03816	342	364
DP03817	117	126
DP03817	850	865
DP03821	1	21
DP03821	113	126
DP03821	819	834
DP03832	57	72
DP03832	250	277
DP03833	525	536
DP03834	319	334
DP03835	1	20
DP03835	163	172
DP03835	224	247
DP03835	273	282
DP03837	1	27
DP03837	76	92
DP03838	443	551
DP03839	235	249
DP03842	315	327
DP03845	1	21
DP03845	49	63
DP03845	367	379
DP03848	1	12
DP03856	643	653
DP03859	230	241
DP03859	261	273
DP03859	349	543
DP03860	60	70
DP03860	167	189
DP03862	1	11
DP03862	465	527
DP03863	66	80
DP03863	178	190
DP03865	344	371
DP03866	182	197
DP03866	268	279
DP03872	1171	1183
DP03873	161	171
DP03875	159	192
DP03876	165	216
DP03876	258	271
DP03876	502	515
DP03877	98	110
DP03882	59	70
DP03884	661	986
DP03884	1206	1365
DP03885	1	23
DP03885	399	419
DP03885	489	561
DP03890	697	729
DP03891	757	771
DP03892	1	20
DP03908	1	38
DP03919	181	300
DP03926	275	421
DP03928	292	347
DP03928	402	424
DP03944	80	100
DP03944	170	255
DP03944	337	355
DP03944	441	451
DP03944	542	551
DP03949	1	78
DP03949	747	760
DP03952	1	33
DP03952	201	212
DP03952	393	402
DP03952	580	599
DP03953	298	307
DP03956	2	12
DP03956	357	383
DP03957	33	78
DP03958	1	11
DP03958	45	67
DP03958	216	245
DP03958	312	322
DP03958	418	429
DP03959	549	559
DP03959	664	693
DP03961	1	13
DP03961	60	69
DP03962	283	294
DP03962	475	484
DP03963	78	127
DP03963	511	559
DP03966	487	509
DP03966	528	539
DP03967	159	173
DP03967	182	191
DP03968	282	302
DP03968	444	495
DP03969	1	10
DP03969	33	70
DP03969	134	145
DP03969	193	205
DP03969	277	403
DP03969	513	580
DP03969	671	703
DP03969	732	756
DP03969	815	838
DP03969	883	923
DP03969	987	1012
DP03969	1334	1346
DP03969	1438	1451
DP03969	1705	1746
DP03969	1756	1769
DP03969	1828	1838
DP03969	1896	1907
DP03969	1933	1944
DP03970	1	13
DP03970	463	474
DP03970	640	660
DP03971	1	13
DP03976	338	439
DP03977	363	436
DP03991	45	54
DP04067	208	227
DP04070	1	180
DP04070	254	291
DP04070	390	414
DP04070	662	687
DP04070	1145	1524
DP04075	303	316
DP04076	151	173
DP04077	1	85
DP04080	1335	1368
DP04093	1	46
DP04093	578	599
DP04094	1	22
DP04095	453	470
DP04101	1	180
DP04108	61	78
DP04112	210	232
DP04112	370	407
DP04112	801	887
DP04115	1	27
DP04115	424	519
DP04117	135	148
DP04117	254	341
DP04119	168	188
DP04120	1	56
DP04121	1	70
DP04121	221	261
DP04121	362	388
DP04121	512	524
DP04121	669	710
DP04121	764	863
DP04137	30	233
DP00097	2	31
DP00097	93	194
DP00129	295	304
DP00265	23	120
DP00291	65	77
DP00291	198	211
DP00335	1	37
DP00340	1	137
DP00341	1	133
DP00341	664	781
DP00348	2059	2152
DP00384	81	90
DP00384	166	215
DP00446	15	28
DP00446	128	163
DP00446	186	225
DP00462	1	64
DP00462	353	390
DP00491	652	748
DP00541	147	403
DP00563	1	204
DP00564	2	169
DP00587	1	243
DP00655	1	11
DP00655	141	249
DP00661	1	105
DP00708	441	499
DP00708	566	739
DP00742	1	341
DP00767	302	319
DP00767	361	370
DP00815	1	206
DP00936	339	352
DP00974	1	51
DP00974	361	398
DP01022	1954	2000
DP01073	623	680
DP01101	1	169
DP01175	233	333
DP01183	1	128
DP01190	151	160
DP01281	16	42
DP01281	73	93
DP01315	1	79
DP01316	106	240
DP01397	279	359
DP01448	17	294
DP01548	1018	2243
DP01578	320	429
DP01594	103	145
DP01594	182	266
DP01594	283	308
DP01667	426	490
DP01752	83	324
DP01794	128	161
DP01879	47	109
DP01940	1	18
DP01940	110	130
DP01944	1	103
DP01944	394	416
DP01993	229	407
DP02061	1	31
DP02061	49	75
DP02151	637	654
DP02258	1	18
DP02258	31	44
DP02258	105	116
DP02296	26	47
DP02296	51	62
DP02314	29	102
DP02369	570	612
DP02371	77	104
DP02376	377	532
DP02376	588	600
DP02376	666	1293
DP02376	1324	1399
DP02376	1427	1653
DP02410	319	342
DP02412	79	89
DP02426	420	430
DP02451	35	64
DP02478	132	330
DP02517	585	854
DP02534	123	140
DP02569	155	168
DP02573	140	151
DP02579	254	265
DP02586	119	131
DP02593	170	181
DP02593	241	260
DP02593	507	530
DP02593	761	771
DP02593	931	948
DP02593	1034	1046
DP02602	164	188
DP02613	554	563
DP02625	1135	1152
DP02633	180	209
DP02633	454	481
DP02659	255	267
DP02681	292	326
DP02695	396	416
DP02755	159	172
DP02756	627	686
DP02790	1	12
DP02790	299	319
DP02790	402	431
DP02790	514	524
DP02792	310	322
DP02792	501	525
DP02805	301	341
DP02810	494	540
DP02817	28	81
DP02819	1	26
DP02819	67	86
DP02830	419	428
DP02853	1	51
DP02853	143	211
DP02871	296	339
DP02874	51	110
DP02874	472	491
DP02882	595	620
DP02896	869	906
DP02943	234	245
DP02956	1	16
DP02956	124	147
DP03007	167	177
DP03007	471	606
DP03082	89	102
DP03126	497	632
DP03127	489	592
DP03177	1	54
DP03177	78	127
DP03197	1	24
DP03198	1	14
DP03258	1222	1293
DP03305	2730	2743
DP03367	1	103
DP03409	1	130
DP03420	108	140
DP03555	478	496
DP03625	1132	1156
DP03625	1293	1323
DP03695	367	385
DP03735	331	413
DP00606	1	260
DP00609	1	839
DP00610	1	455
DP00654	71	82
DP00654	576	596
DP00658	1	193
DP00662	339	462
DP00667	1	185
DP01057	41	139
DP01085	106	193
DP01121	82	94
DP01180	468	511
DP01180	568	589
DP01299	1	97
DP01300	1	98
DP01355	299	313
DP01467	1	249
DP01467	494	525
DP01467	595	650
DP01467	921	974
DP01467	985	1006
DP01467	1070	1100
DP01467	1114	1198
DP01467	1283	1299
DP01467	1431	1494
DP01467	1532	1557
DP01467	1670	1688
DP01467	1732	1909
DP01543	735	752
DP02209	168	335
DP02550	1	193
DP02575	335	344
DP02576	480	508
DP02577	240	281
DP02631	215	224
DP02640	35	52
DP02641	55	81
DP02641	212	227
DP02642	57	84
DP02643	101	116
DP02644	73	303
DP02648	174	191
DP02696	1	24
DP02726	1	11
DP02726	449	502
DP02754	347	363
DP02919	40	112
DP02962	32	44
DP02969	1	77
DP02969	177	190
DP02979	168	185
DP03110	151	165
DP03136	161	498
DP03138	15	36
DP03140	448	460
DP03265	581	592
DP03267	75	84
DP03268	96	108
DP03269	258	270
DP03270	396	420
DP03283	140	211
DP03283	274	285
DP03284	125	168
DP03284	196	211
DP03325	59	120
DP03469	8	30
DP03651	110	121
DP03651	148	165
DP03652	67	78
DP03652	127	140
DP03655	45	65
DP03656	57	67
DP03657	297	336
DP03657	350	377
DP03674	104	131
DP03675	182	191
DP03740	289	451
DP01113	1	168
DP01313	163	223
DP01436	423	487
DP02025	1	108
DP02313	18	88
DP02377	1420	1441
DP02377	1458	1494
DP02378	115	132
DP02982	196	221
DP02984	615	640
DP02989	1	105
DP02989	620	733
DP02990	730	757
DP02991	120	129
DP02991	488	512
DP02999	1	172
DP02999	297	306
DP03045	1	105
DP03049	1	117
DP03049	193	244
DP03050	1	10
DP03050	391	446
DP03050	1141	1262
DP03068	1036	1047
DP03102	613	678
DP03105	2841	2920
DP03106	2308	2329
DP03107	29	38
DP03218	404	422
DP03219	87	100
DP03219	252	261
DP03219	370	389
DP03239	332	348
DP03318	260	269
DP03322	1	10
DP03322	222	243
DP03334	527	537
DP03335	370	406
DP03340	101	131
DP03472	108	121
DP03472	255	273
DP00269	1350	1507
DP00328	281	348
DP00328	368	444
DP00346	142	173
DP00346	613	623
DP00623	1	216
DP00623	235	286
DP00720	437	554
DP00720	625	723
DP00721	889	1044
DP00811	1	28
DP00811	101	140
DP01287	241	388
DP01494	340	361
DP01495	513	655
DP01497	750	956
DP01546	1	11
DP01569	2	226
DP01605	111	123
DP01605	158	167
DP01605	201	211
DP01605	244	253
DP01870	22	102
DP02149	1	15
DP02400	1	68
DP02556	298	331
DP02557	337	374
DP02623	215	256
DP02662	44	55
DP02662	88	98
DP02662	373	387
DP02718	116	144
DP02718	171	246
DP02763	4	21
DP02828	281	291
DP02836	1	164
DP02836	311	321
DP02836	1159	1293
DP02890	195	210
DP02890	304	334
DP03066	1	183
DP03083	21	60
DP03483	628	641
DP03485	550	574
DP03721	422	531
DP03744	17	61
DP03744	150	178
DP04061	1614	1626
DP00103	1	32
DP00107	342	376
DP00140	1	85
DP00147	82	92
DP00190	52	62
DP00190	209	218
DP00194	111	165
DP00197	78	89
DP00252	54	74
DP00301	9	24
DP00301	63	72
DP00301	116	132
DP00349	212	234
DP00377	130	173
DP00407	124	158
DP00407	228	257
DP00414	17	33
DP00422	1	23
DP00427	1	55
DP00427	401	413
DP00427	541	557
DP00429	50	64
DP00516	72	83
DP00516	239	253
DP00766	153	196
DP00774	35	158
DP00774	386	417
DP00790	1	31
DP00928	32	72
DP00970	1	77
DP00989	1	20
DP00991	269	282
DP01050	75	102
DP01177	19	49
DP01291	48	82
DP01339	1	100
DP01339	214	227
DP01496	45	65
DP01496	117	131
DP01650	33	43
DP01714	40	65
DP01735	173	191
DP01740	44	59
DP01837	300	310
DP01881	85	95
DP02127	1	30
DP02127	355	411
DP02134	1	12
DP02169	217	232
DP02271	68	79
DP02271	94	116
DP02271	124	215
DP02484	1	244
DP02537	1	46
DP02537	499	518
DP02548	22	110
DP02715	737	761
DP02734	1	131
DP02734	419	430
DP02740	110	132
DP02760	19	34
DP02827	59	76
DP02863	272	323
DP02899	73	88
DP02900	1	74
DP02923	122	132
DP02985	606	638
DP03032	80	98
DP03060	124	152
DP03076	39	51
DP03076	167	180
DP03078	241	252
DP03213	17	46
DP03241	142	168
DP03241	611	623
DP03261	1	36
DP03289	111	133
DP03327	75	84
DP03327	238	298
DP03327	359	370
DP03327	386	395
DP03327	553	612
DP03327	622	690
DP03330	1	381
DP03336	316	346
DP03337	2	13
DP03337	100	120
DP03355	1	18
DP03406	101	133
DP03430	35	55
DP03430	359	372
DP03438	445	457
DP03440	481	496
DP03458	133	147
DP03502	1	22
DP03503	165	184
DP03504	1	14
DP03504	39	59
DP03504	128	147
DP03662	178	194
DP03852	1	151
DP03853	1	151
